,Rk,Player,Class,Season,Pos,School,Conf,G,MP,MP.1,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,eFG%,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,PProd,ORtg,DRtg,OWS,DWS,WS,OBPM,DBPM,BPM
47,2444,Kyle Casey,JR,2011-12,F,Harvard,Ivy,31,755,24.4,4.1,7.9,3.5,6.3,0.6,1.6,2.7,3.7,1.1,4.4,5.5,0.8,0.8,1.1,1.8,3.2,11.4,23.2,.589,.551,6.5,24.2,15.7,8.5,2.2,5.1,16.0,27.2,314,108.2,86.5,1.8,2.0,3.8,1.2,3.6,4.8
48,2445,Laimonas Chatkevicius,JR,2014-15,F,South Carolina,SEC,33,753,22.8,3.6,7.2,3.3,6.4,0.2,0.8,1.2,1.7,1.6,3.6,5.2,0.6,0.3,1.3,1.4,2.2,8.6,17.8,.540,.515,7.9,18.7,13.2,7.0,0.9,7.1,14.6,21.1,253,104.1,94.4,1.0,1.5,2.5,-0.2,5.0,4.8
49,2446,Austin Chatman,JR,2013-14,G,Creighton,Big East,35,1059,30.3,2.6,6.1,1.6,3.5,1.0,2.6,1.9,2.5,0.6,2.8,3.4,4.4,0.5,0.0,1.7,2.2,8.1,13.3,.555,.507,2.7,10.4,6.9,24.5,1.0,0.1,19.1,16.1,350,116.7,107.8,2.1,1.1,3.2,3.4,1.4,4.8
50,2447,Will Cherry,SO,2010-11,G,Montana,Big Sky,30,1032,34.4,4.6,10.9,3.9,7.5,0.8,3.4,4.0,5.5,0.4,3.2,3.6,4.3,2.6,0.2,2.3,2.2,14.1,21.5,.521,.462,1.5,10.6,6.3,27.0,4.8,0.7,14.4,24.7,431,107.6,91.6,2.2,2.3,4.5,2.4,2.4,4.8
51,2448,Nik Cochran,SR,2012-13,G,Davidson,Southern,34,1051,30.9,2.5,5.1,1.0,2.1,1.5,3.0,3.4,3.6,0.4,2.0,2.4,3.3,0.8,0.0,1.9,2.1,9.9,17.4,.721,.632,1.8,8.1,5.0,20.2,1.6,0.0,21.6,15.3,349,130.0,101.7,3.4,1.2,4.6,5.0,-0.2,4.8
52,2449,Malik Cook,SR,2011-12,F,South Carolina,SEC,31,960,31.0,4.1,10.0,3.2,7.2,0.9,2.8,3.1,3.9,1.9,2.8,4.7,1.7,1.6,0.7,2.2,2.4,12.3,19.9,.517,.456,7.3,13.1,9.9,12.9,3.4,2.9,15.8,24.4,373,105.6,104.1,1.9,0.9,2.8,3.2,1.6,4.8
53,2450,Jared Cunningham,JR,2011-12,G,Oregon State,Pac-12,36,1245,34.6,5.5,12.2,4.1,8.1,1.4,4.1,5.5,7.5,1.0,2.8,3.8,2.8,2.5,0.4,2.8,2.4,17.9,22.1,.568,.507,3.4,10.4,6.8,15.7,4.1,1.2,15.2,26.0,609,111.4,100.5,3.4,1.6,5.0,4.3,0.5,4.8
54,2451,Rapheal Davis,JR,2014-15,G,Purdue,Big Ten,34,1065,31.3,3.6,7.9,3.1,6.1,0.5,1.8,3.0,4.1,1.1,3.2,4.4,2.6,0.8,0.2,1.9,2.3,10.7,15.5,.545,.489,4.5,11.6,8.2,17.0,1.6,0.8,16.3,19.5,365,110.2,102.0,2.0,1.4,3.4,2.5,2.3,4.8
55,2452,Lindsey Drew,SO,2016-17,G,Nevada,MWC,35,1121,32.0,2.1,4.6,1.4,2.9,0.7,1.7,1.0,1.7,1.1,3.8,4.9,4.7,1.2,0.9,1.8,2.7,5.9,13.2,.546,.537,3.9,12.6,8.4,24.5,2.1,2.7,25.1,11.1,287,112.4,100.8,1.5,1.7,3.2,1.3,3.5,4.8
56,2453,D.J. Gay,SR,2010-11,G,San Diego State,MWC,37,1302,35.2,3.7,9.9,1.7,4.4,2.0,5.5,1.8,2.6,0.3,1.9,2.2,3.1,1.1,0.1,1.3,0.8,11.1,14.4,.500,.473,0.9,6.2,3.6,15.9,1.9,0.2,10.2,18.4,406,113.0,98.9,2.6,2.0,4.6,3.3,1.5,4.8
57,2454,Mike Gesell,FR,2012-13,G,Iowa,Big Ten,34,854,25.1,3.1,7.7,2.1,4.7,1.0,3.1,1.5,1.9,0.4,2.2,2.6,2.6,1.2,0.3,1.7,1.9,8.7,14.6,.504,.466,1.8,10.2,5.9,22.5,2.8,1.2,16.8,20.7,285,101.0,96.6,1.0,1.4,2.4,2.3,2.5,4.8
58,2455,Samme Givens,JR,2010-11,F,Drexel,CAA,31,920,29.7,4.9,9.5,4.9,9.4,0.0,0.0,2.4,4.5,3.3,6.8,10.1,1.1,0.6,0.8,1.9,3.3,12.2,22.5,.526,.519,12.2,26.5,19.2,8.7,1.4,3.0,14.1,23.7,364,106.5,89.1,1.8,2.3,4.1,0.4,4.4,4.8
59,2456,Trae Golden,SO,2011-12,G,Tennessee,SEC,34,1089,32.0,4.1,9.4,2.7,5.6,1.5,3.8,3.8,4.6,0.5,2.5,3.0,4.5,0.8,0.1,2.9,2.0,13.6,19.1,.584,.517,2.0,9.3,5.6,31.1,1.5,0.3,19.9,23.7,480,112.5,103.6,3.0,1.1,4.1,5.0,-0.1,4.8
60,2457,Dorian Green,JR,2011-12,G,Colorado State,MWC,32,1076,33.6,4.1,8.6,2.5,4.8,1.6,3.8,3.2,3.9,0.4,3.1,3.5,2.4,0.8,0.1,1.8,2.3,13.1,18.4,.629,.577,1.8,12.0,7.1,15.5,1.6,0.2,15.1,20.0,398,120.0,108.4,3.1,0.6,3.8,5.7,-0.9,4.8
61,2458,Terry Henderson,SO,2013-14,G,West Virginia,Big 12,28,756,27.0,4.0,9.1,2.3,4.6,1.7,4.5,2.0,2.4,1.1,1.8,2.9,1.1,0.8,0.6,1.1,1.4,11.7,18.0,.571,.531,4.6,7.4,6.0,8.2,1.6,2.3,9.5,20.9,296,118.5,110.5,1.8,0.6,2.4,4.4,0.4,4.8
62,2459,Dante Jackson,SR,2010-11,G,Xavier,A-10,32,1130,35.3,2.6,7.2,0.8,1.9,1.8,5.3,1.0,1.3,0.7,2.5,3.1,2.0,1.3,0.2,1.3,2.7,7.9,10.2,.505,.483,2.4,8.2,5.4,10.5,2.2,0.7,13.8,13.7,251,104.9,100.9,1.1,1.5,2.6,2.6,2.2,4.8
63,2460,Joe Jackson,SR,2013-14,G,Memphis,AAC,34,1129,33.2,4.5,10.2,3.9,7.8,0.7,2.5,4.3,5.6,1.1,2.5,3.6,4.5,1.5,0.1,2.1,2.0,14.1,18.4,.545,.476,3.6,8.3,6.0,24.2,2.6,0.2,14.3,21.9,499,115.6,103.0,2.7,1.6,4.4,3.8,1.0,4.8
66,2461,Maurice Jones,FR,2010-11,G,Southern California,Pac-10,34,1172,34.5,3.3,8.9,2.1,5.5,1.2,3.5,2.1,3.1,0.4,2.1,2.6,3.2,2.0,0.0,2.1,1.8,9.9,13.2,.475,.439,1.5,7.5,4.5,18.8,3.7,0.0,16.9,19.7,352,96.4,98.4,0.8,1.9,2.6,1.2,3.5,4.8
67,2462,Howard Little,SR,2010-11,G,Valparaiso,Horizon,35,1003,28.7,3.8,6.9,3.2,5.0,0.6,1.8,1.3,2.1,2.1,2.8,4.9,1.9,1.2,0.1,1.3,2.4,9.5,18.5,.605,.596,8.9,11.4,10.2,12.5,2.5,0.3,14.3,16.3,336,121.0,100.9,2.5,1.3,3.9,3.4,1.4,4.8
68,2463,Luke Loucks,GR,2011-12,G,Florida State,ACC,35,945,27.0,2.3,5.9,1.4,3.2,0.9,2.7,1.5,2.1,0.5,2.9,3.3,4.3,1.2,0.3,2.5,2.0,7.1,13.9,.514,.476,2.1,12.6,7.5,30.3,2.6,1.4,27.0,17.6,301,99.8,94.6,0.9,1.8,2.7,1.7,3.1,4.8
69,2464,Jordan Loveridge,SR,2015-16,F,Utah,Pac-12,36,1108,30.8,3.5,8.9,1.0,2.7,2.5,6.2,2.1,2.7,0.4,3.4,3.8,1.7,0.6,0.1,1.2,2.1,11.6,14.4,.570,.533,1.6,12.0,7.3,10.1,1.1,0.4,10.8,19.2,378,115.2,105.8,2.2,1.2,3.4,4.3,0.5,4.8
70,2465,Nikola Malesevic,SO,2010-11,F,Rhode Island,A-10,34,929,27.3,3.9,7.7,2.3,4.2,1.6,3.5,0.9,1.6,1.5,2.7,4.3,0.9,0.9,0.6,1.1,2.6,10.3,18.6,.609,.613,6.2,11.3,8.7,7.4,2.1,2.4,12.0,18.0,312,118.1,100.7,2.2,1.3,3.5,3.5,1.3,4.8
71,2466,Cody Martin,SO,2015-16,F,North Carolina State,ACC,33,855,25.9,2.4,5.1,2.3,4.8,0.1,0.2,1.2,2.0,1.7,2.6,4.4,2.3,1.2,0.4,1.4,2.1,6.0,14.3,.500,.476,7.0,11.1,9.0,15.7,2.7,1.7,18.8,13.9,234,106.5,107.9,0.9,0.8,1.7,1.4,3.5,4.8
72,2467,Jordan McLaughlin,JR,2016-17,G,Southern California,Pac-12,36,1228,34.1,4.5,9.8,3.2,6.6,1.3,3.3,2.6,3.3,0.8,2.8,3.6,5.5,1.5,0.1,2.2,1.0,12.9,19.2,.569,.525,2.7,8.9,5.9,29.6,2.5,0.3,16.3,19.8,515,117.3,108.4,3.1,1.0,4.2,4.4,0.4,4.8
73,2468,Anfernee McLemore,FR,2016-17,F,Auburn,SEC,32,482,15.1,2.2,3.2,2.1,3.1,0.0,0.0,1.1,1.8,1.7,2.8,4.5,0.1,0.4,1.2,0.9,2.4,5.4,20.4,.677,.688,11.9,19.8,15.8,1.6,1.4,8.2,17.9,15.0,168,122.6,102.3,1.1,0.7,1.8,1.2,3.6,4.8
74,2469,Quincy Miller,FR,2011-12,F,Baylor,Big 12,37,903,24.4,3.7,8.4,3.1,6.5,0.6,1.9,2.5,3.1,1.5,3.5,4.9,1.4,0.7,0.6,1.8,1.9,10.6,19.4,.541,.485,7.5,17.5,12.5,11.6,1.7,2.9,15.4,23.9,377,110.1,98.8,2.1,1.3,3.5,2.5,2.4,4.8
75,2470,Malik Morgan,FR,2012-13,G,Louisiana State,SEC,31,570,18.4,1.8,4.4,1.0,2.0,0.8,2.4,0.8,1.4,0.8,2.1,2.9,1.3,1.2,0.3,0.9,2.3,5.3,15.0,.519,.500,4.7,13.7,9.0,13.0,3.9,1.8,14.7,15.8,163,107.5,96.9,0.8,0.9,1.7,2.0,2.8,4.8
76,2471,Arnett Moultrie,JR,2011-12,F,Mississippi State,SEC,30,1073,35.8,6.0,10.9,5.7,10.3,0.3,0.6,4.1,5.3,3.7,6.8,10.5,1.2,0.8,0.8,2.4,2.2,16.4,25.2,.610,.561,12.2,23.5,17.7,7.0,1.4,2.1,15.3,23.3,479,118.3,100.4,3.6,1.4,5.0,4.0,0.9,4.8
77,2472,Kamari Murphy,SO,2013-14,F,Oklahoma State,Big 12,33,855,25.9,2.5,4.6,2.5,4.6,0.0,0.0,1.1,1.9,1.9,4.4,6.3,0.7,0.5,1.2,1.2,3.4,6.1,12.9,.547,.536,8.6,18.3,13.7,4.9,1.1,5.1,17.2,13.0,217,108.3,97.6,0.9,1.7,2.5,-0.2,5.1,4.8
78,2473,Rauno Nurger,JR,2016-17,C,Wichita State,MVC,36,508,14.1,1.8,3.4,1.4,2.6,0.4,0.8,1.1,1.5,0.6,2.2,2.8,0.6,0.1,0.4,0.8,1.8,5.0,14.7,.610,.578,4.9,16.2,10.8,8.0,0.3,3.5,16.4,17.1,167,114.9,93.0,0.9,1.2,2.1,0.9,3.9,4.8
79,2474,Ethan O'Day,JR,2014-15,F,Vermont,AEC,34,880,25.9,5.1,8.9,5.1,8.9,0.0,0.0,2.1,3.1,1.5,3.1,4.6,0.9,0.8,2.1,1.5,3.0,12.4,25.0,.599,.579,7.8,13.9,11.1,8.5,2.0,8.9,12.5,25.2,376,113.2,89.2,2.3,2.2,4.5,0.7,4.0,4.8
80,2475,Josh Okogie,FR,2016-17,G,Georgia Tech,ACC,37,1141,30.8,5.2,11.6,4.5,9.6,0.8,2.0,4.9,6.5,1.5,3.9,5.4,1.6,1.3,0.7,2.1,2.5,16.1,20.7,.549,.486,5.6,13.5,9.8,12.1,2.4,2.5,12.4,27.6,547,107.8,96.9,2.3,2.2,4.5,2.1,2.7,4.8
81,2476,Kelly Olynyk,SO,2010-11,F,Gonzaga,WCC,35,471,13.5,2.1,3.7,1.8,2.9,0.3,0.8,1.2,1.9,1.3,2.5,3.8,0.7,0.3,0.1,1.2,1.6,5.8,20.4,.626,.620,11.7,20.9,16.6,11.0,1.5,1.2,20.7,21.7,195,112.3,95.6,1.1,0.9,2.0,2.9,1.9,4.8
82,2477,Myles Powell,FR,2016-17,G,Seton Hall,Big East,33,785,23.8,3.6,9.1,1.5,2.9,2.1,6.2,1.5,1.8,0.6,1.7,2.2,0.9,0.9,0.2,1.0,2.0,10.7,16.0,.536,.505,2.6,8.0,5.2,7.3,2.2,0.8,8.9,22.4,309,113.8,104.0,1.7,1.0,2.7,4.3,0.4,4.8
83,2478,Jordan Reves,JR,2011-12,F,Texas-Arlington,Southland,33,790,23.9,3.1,5.6,3.1,5.6,0.0,0.0,2.9,3.8,2.6,5.2,7.8,0.8,0.6,1.7,2.0,2.8,9.1,21.4,.610,.548,12.1,25.4,18.6,7.0,1.5,8.7,20.9,18.4,303,113.5,88.6,1.8,1.9,3.7,-0.1,5.0,4.8
84,2479,Kerwin Roach Jr.,SO,2016-17,G,Texas,Big 12,32,959,30.0,3.3,8.2,2.6,5.9,0.7,2.3,2.7,4.2,0.7,3.2,3.8,3.7,1.6,0.2,2.6,3.2,9.9,13.2,.483,.439,2.5,11.8,7.3,24.2,3.0,0.7,20.2,21.8,345,94.7,100.7,0.3,1.5,1.8,0.7,4.1,4.8
85,2480,Kourtney Roberson,FR,2010-11,F,Texas A&M,Big 12,33,420,12.7,2.2,3.7,2.2,3.7,0.0,0.0,1.3,2.3,1.5,2.3,3.8,0.3,0.4,0.2,0.7,1.4,5.7,24.9,.588,.585,14.8,22.3,18.6,6.0,2.0,2.0,12.6,23.0,172,117.2,92.1,1.3,0.9,2.2,2.6,2.2,4.8
88,2481,Marcus Rouse,SR,2012-13,G,Stony Brook,AEC,33,640,19.4,1.9,4.7,0.7,1.7,1.2,3.0,0.7,0.8,0.6,1.1,1.7,0.8,1.1,0.1,0.4,1.4,5.8,15.8,.569,.542,3.5,6.8,5.2,8.2,3.5,0.4,7.7,15.1,175,121.7,92.2,1.5,1.3,2.8,3.6,1.2,4.8
89,2482,Jamar Samuels,JR,2010-11,F,Kansas State,Big 12,33,808,24.5,2.9,7.0,2.6,5.8,0.3,1.2,2.5,3.8,2.3,3.1,5.4,1.5,0.7,0.5,1.6,3.4,8.5,14.9,.485,.433,10.8,14.9,12.8,11.7,1.7,2.0,15.3,20.3,293,105.9,97.4,1.3,1.4,2.6,1.4,3.4,4.8
90,2483,Marial Shayok,JR,2016-17,G,Virginia,ACC,34,702,20.6,3.6,8.0,3.0,6.3,0.6,1.7,1.3,1.6,0.4,2.1,2.4,1.0,0.9,0.3,1.1,1.4,8.9,17.8,.511,.480,2.2,12.6,7.5,10.8,2.8,2.0,10.8,27.6,268,100.4,92.2,0.8,1.7,2.4,0.7,4.2,4.8
91,2484,Nick Smith,SR,2016-17,F,Belmont,OVC,30,418,13.9,3.0,6.3,0.7,0.9,2.3,5.4,0.6,0.7,0.5,1.1,1.6,0.3,0.3,0.1,0.2,1.3,8.9,25.7,.672,.655,4.8,8.6,6.8,4.8,1.1,0.5,2.9,25.4,205,132.9,104.6,1.8,0.5,2.3,8.9,-4.1,4.8
92,2485,Clint Steindl,SR,2011-12,F,Saint Mary's (CA),WCC,30,705,23.5,2.4,6.0,0.4,1.2,2.0,4.8,1.0,1.1,0.8,2.1,2.9,0.9,0.6,0.2,0.5,1.7,7.9,16.3,.608,.575,4.3,10.9,7.6,7.3,1.5,0.7,7.6,15.6,209,130.5,101.4,2.0,0.9,2.9,4.9,-0.1,4.8
93,2486,B.J. Taylor,SO,2016-17,G,Central Florida,AAC,29,1056,36.4,5.7,13.8,4.0,8.9,1.7,4.9,4.3,6.0,0.4,3.6,4.0,3.5,1.1,0.0,2.2,2.1,17.4,18.4,.523,.474,1.3,9.9,6.0,23.1,1.8,0.1,11.7,26.9,489,110.2,95.8,2.4,2.1,4.6,3.2,1.6,4.8
94,2487,Brandon Taylor,SR,2015-16,G,Utah,Pac-12,36,1184,32.9,3.2,8.1,1.4,2.8,1.8,5.3,1.5,1.9,0.2,2.1,2.3,3.9,1.7,0.0,2.2,1.4,9.7,13.4,.541,.505,0.9,6.9,4.1,20.7,3.0,0.1,19.7,17.6,374,105.5,104.0,1.4,1.5,2.9,3.1,1.7,4.8
95,2488,Naadir Tharpe,JR,2013-14,G,Kansas,Big 12,34,1001,29.4,2.8,6.4,1.5,3.1,1.3,3.4,1.6,2.0,0.1,2.0,2.1,5.0,0.7,0.0,2.1,2.1,8.5,13.3,.576,.534,0.5,7.4,4.2,29.2,1.4,0.0,21.9,15.8,333,115.3,108.1,1.9,1.0,2.8,4.6,0.2,4.8
96,2489,Mike Tobey,SO,2013-14,F,Virginia,ACC,37,668,18.1,2.7,5.6,2.6,5.5,0.0,0.1,1.0,1.5,1.9,1.9,3.8,0.3,0.2,1.1,0.9,2.0,6.4,17.6,.509,.483,13.5,12.4,12.9,3.9,0.9,7.0,12.8,22.5,232,105.7,92.8,0.9,1.6,2.5,-0.4,5.2,4.8
97,2490,Chad Tomko,SR,2010-11,G,North Carolina-Wilmington,CAA,31,1132,36.5,6.1,14.8,3.5,7.8,2.6,7.0,2.8,3.5,0.6,5.3,5.9,4.3,1.9,0.3,3.2,1.9,17.6,23.2,.536,.501,2.0,16.8,9.6,29.4,3.3,0.8,16.4,29.7,540,107.2,101.1,2.8,1.5,4.3,4.5,0.3,4.8
98,2491,Jabril Trawick,SO,2012-13,G,Georgetown,Big East,32,850,26.6,1.8,4.5,1.2,2.4,0.6,2.1,1.5,2.1,0.8,2.2,2.9,1.9,1.1,0.3,1.7,2.5,5.8,10.9,.527,.476,3.8,10.5,7.2,14.7,2.7,1.3,23.0,15.2,200,98.2,92.5,0.6,1.7,2.4,0.6,4.3,4.8
99,2492,Justin Tuoyo,SO,2014-15,F,Chattanooga,Southern,32,923,28.8,3.7,6.9,3.7,6.7,0.1,0.3,2.7,4.2,2.9,3.5,6.4,0.8,0.8,3.3,1.5,3.3,10.2,22.6,.572,.543,12.0,14.4,13.2,5.7,1.6,11.7,14.2,18.5,331,116.4,96.1,2.2,1.7,3.9,-0.2,5.0,4.8
100,2493,Dom Uhl,SO,2015-16,F,Iowa,Big Ten,33,592,17.9,2.1,5.0,1.3,3.2,0.8,1.8,1.0,1.8,1.2,2.5,3.6,0.8,0.5,0.4,0.8,1.2,6.0,15.0,.514,.497,7.0,14.5,10.8,8.1,1.6,2.2,11.4,18.3,195,108.2,101.3,0.8,0.9,1.7,1.9,3.0,4.8
101,2494,Matt Vest,SR,2013-14,G,Wright State,Horizon,34,923,27.1,2.7,4.9,1.8,2.8,0.9,2.1,1.2,1.9,0.6,2.6,3.2,2.2,1.1,0.3,0.9,1.5,7.5,16.4,.650,.645,2.9,12.5,7.8,17.1,2.5,1.3,13.3,13.3,251,125.3,95.8,1.9,1.9,3.9,2.3,2.5,4.8
102,2495,Casper Ware,JR,2010-11,G,Long Beach State,Big West,34,1187,34.9,5.1,12.0,2.9,6.2,2.2,5.8,4.9,6.0,0.5,2.0,2.5,4.4,1.6,0.2,3.0,2.6,17.2,20.3,.579,.513,1.5,6.5,4.0,26.0,2.7,0.5,16.8,24.9,578,113.8,102.2,3.4,1.5,4.9,5.2,-0.4,4.8
103,2496,Neil Watson,SO,2011-12,G,Southern Mississippi,CUSA,34,1027,30.2,3.3,9.0,2.1,6.0,1.1,3.1,4.6,5.4,0.5,2.6,3.0,4.4,1.1,0.1,2.1,2.4,12.3,19.8,.528,.425,1.7,12.3,6.3,30.7,2.4,0.3,15.4,23.3,443,114.4,101.2,3.0,1.3,4.3,4.8,-0.1,4.8
104,2497,Maalik Wayns,SO,2010-11,G,Villanova,Big East,33,994,30.1,4.3,10.7,3.3,7.1,1.0,3.6,4.3,5.2,0.6,2.2,2.8,4.5,1.2,0.0,2.8,2.4,13.8,19.0,.523,.445,2.5,8.2,5.4,32.4,2.3,0.1,17.3,27.2,475,108.0,103.5,2.4,1.1,3.5,4.2,0.6,4.8
105,2498,Travis Wear,SO,2011-12,F,UCLA,Pac-12,30,786,26.2,4.6,8.6,4.5,8.3,0.1,0.2,2.3,2.9,2.9,3.1,5.9,0.4,0.7,1.2,1.1,2.4,11.5,23.9,.579,.539,13.3,15.1,14.2,3.5,1.6,5.1,10.2,22.1,323,119.6,97.9,2.5,1.2,3.7,3.4,1.4,4.8
106,2499,Chaz Williams,SR,2013-14,G,Massachusetts,A-10,33,1163,35.2,4.9,12.2,3.3,7.7,1.6,4.5,4.2,5.5,0.8,2.0,2.8,6.9,1.6,0.2,3.4,2.9,15.6,17.6,.528,.470,2.6,5.9,4.3,36.5,2.5,0.5,18.8,24.7,573,108.6,103.2,2.3,1.7,3.9,4.2,0.5,4.8
107,2500,Roger Woods,SR,2015-16,F,Arkansas-Little Rock,Sun Belt,35,795,22.7,3.6,6.7,3.3,5.7,0.3,1.0,2.7,4.1,1.2,3.1,4.3,1.6,0.9,0.2,1.5,2.1,10.2,22.2,.590,.562,6.5,15.5,11.1,15.1,2.6,1.3,14.7,24.1,349,114.5,92.5,2.1,1.9,4.0,2.3,2.5,4.8
0,2501,Kendal Yancy,SR,2016-17,G,Texas,Big 12,29,539,18.6,1.9,4.3,1.4,2.8,0.5,1.6,1.1,1.6,0.9,1.3,2.2,0.6,0.9,0.2,0.8,1.6,5.3,12.8,.523,.492,5.8,7.7,6.8,5.8,2.7,1.0,12.9,16.1,151,105.2,103.2,0.6,0.7,1.3,1.4,3.4,4.8
1,2502,Michael Young,FR,2013-14,F,Pittsburgh,ACC,36,779,21.6,1.9,4.6,1.6,3.9,0.3,0.8,1.9,2.3,1.6,2.5,4.1,0.9,0.4,0.4,0.9,1.8,6.0,14.2,.522,.443,9.1,14.1,11.7,7.9,1.2,2.4,13.4,16.4,223,113.6,100.5,1.3,1.3,2.6,1.5,3.3,4.8
2,2503,Steve Zack,JR,2014-15,C,La Salle,A-10,33,1029,31.2,3.5,7.8,3.5,7.6,0.0,0.2,1.6,2.4,2.7,6.5,9.2,1.8,0.7,1.8,1.8,2.8,8.6,17.5,.482,.448,10.3,24.3,17.4,13.5,1.4,6.0,17.1,18.6,313,99.0,90.6,0.9,2.5,3.3,-1.4,6.2,4.8
3,2504,Seth Allen,SR,2016-17,G,Virginia Tech,ACC,32,925,28.9,4.6,8.5,3.0,4.8,1.6,3.7,2.2,3.0,0.3,2.1,2.3,3.3,0.8,0.2,2.8,1.9,13.0,17.6,.655,.636,1.1,8.0,4.8,22.6,1.5,0.6,21.7,22.8,405,111.6,110.2,2.0,0.6,2.7,4.6,0.1,4.7
4,2505,Andrew Andrews,JR,2014-15,G,Washington,Pac-12,31,1047,33.8,4.5,11.2,2.4,5.6,2.1,5.6,3.8,4.7,1.0,3.2,4.3,2.2,1.4,0.0,2.0,2.6,15.0,18.5,.557,.497,3.6,10.5,7.2,13.3,2.5,0.1,12.8,23.8,434,112.2,103.9,2.5,1.2,3.7,4.7,0.0,4.7
5,2506,Cameron Ayers,JR,2012-13,G,Bucknell,Patriot,34,1084,31.9,4.5,9.7,3.0,5.8,1.6,3.9,1.7,2.3,1.0,2.9,4.0,2.0,0.6,0.1,1.0,1.4,12.4,19.2,.573,.547,4.2,11.1,7.8,13.7,1.2,0.2,8.3,20.6,389,119.0,97.8,3.1,1.7,4.8,4.5,0.2,4.7
6,2507,Kelsey Barlow,SO,2010-11,G,Purdue,Big Ten,32,623,19.5,1.8,3.8,1.7,3.4,0.1,0.4,1.5,2.3,0.8,2.1,2.9,1.6,0.8,0.3,1.6,2.6,5.1,11.6,.524,.479,4.9,12.3,8.6,15.2,2.5,1.6,24.9,17.4,177,95.7,93.8,0.3,1.3,1.6,-0.2,5.0,4.7
7,2508,Tyus Battle,FR,2016-17,G,Syracuse,ACC,34,1044,30.7,3.7,8.6,2.0,3.8,1.8,4.8,2.1,2.6,0.3,1.8,2.1,1.7,1.3,0.2,1.1,1.9,11.3,15.2,.574,.536,1.1,6.4,3.9,10.5,2.5,0.9,10.4,18.2,344,116.4,109.0,2.1,0.8,2.9,4.2,0.5,4.7
8,2509,George Beamon,JR,2011-12,G,Manhattan,MAAC,33,1055,32.0,6.4,13.1,4.5,8.8,1.8,4.3,4.4,5.5,1.6,4.0,5.6,2.0,1.5,0.5,2.7,2.1,19.0,25.5,.604,.557,6.0,15.9,10.8,15.6,2.7,1.6,14.7,28.5,554,116.6,96.5,3.8,1.8,5.6,4.8,-0.1,4.7
9,2510,Ky Bowman,FR,2016-17,G,Boston College,ACC,32,920,28.8,5.0,10.2,3.1,5.8,1.9,4.3,2.3,3.3,0.8,4.1,4.8,2.9,1.2,0.1,2.9,2.4,14.3,18.8,.609,.588,3.1,16.6,9.7,20.6,2.2,0.5,19.9,24.9,431,106.5,108.2,1.6,0.8,2.4,3.7,1.0,4.7
10,2511,Vitto Brown,JR,2015-16,F,Wisconsin,Big Ten,35,888,25.4,3.7,8.3,2.6,5.6,1.1,2.7,1.2,1.6,1.7,3.3,5.0,0.8,0.5,0.5,1.1,2.5,9.7,17.3,.534,.510,7.9,15.8,11.8,7.6,1.3,2.3,11.2,21.5,319,110.6,100.5,1.7,1.4,3.1,2.2,2.5,4.7
11,2512,Vitto Brown,SR,2016-17,F,Wisconsin,Big Ten,37,772,20.9,2.5,6.3,1.3,2.5,1.2,3.7,0.7,0.9,1.2,2.6,3.8,1.0,0.5,0.4,1.4,2.1,6.8,13.1,.511,.491,7.0,14.9,10.9,9.1,1.5,2.3,17.6,20.3,247,100.9,97.6,0.7,1.4,2.1,1.5,3.2,4.7
12,2513,Jalen Brunson,FR,2015-16,G,Villanova,Big East,40,959,24.0,3.2,7.0,1.9,3.8,1.2,3.2,2.1,2.7,0.5,1.3,1.8,2.5,0.7,0.0,1.8,1.8,9.6,15.3,.581,.539,2.4,6.0,4.3,19.1,1.7,0.0,17.9,22.0,384,110.0,100.8,1.8,1.5,3.4,3.5,1.2,4.7
13,2514,Isaiah Canaan,SR,2012-13,G,Murray State,OVC,31,1131,36.5,6.9,16.1,3.9,7.9,3.0,8.2,4.9,6.0,0.6,2.9,3.5,4.3,1.5,0.1,3.2,1.9,21.8,25.2,.576,.525,2.0,10.0,5.9,27.6,2.5,0.4,14.3,30.9,650,116.1,101.6,4.5,1.3,5.9,6.4,-1.7,4.7
14,2515,Justin Cobbs,SR,2013-14,G,University of California,Pac-12,35,1206,34.5,5.3,11.3,4.4,8.6,0.9,2.7,4.1,5.0,0.5,2.4,2.9,5.8,0.8,0.1,2.4,1.8,15.6,20.2,.568,.506,1.7,7.8,4.9,34.0,1.4,0.2,15.0,24.5,575,115.6,109.0,3.3,1.1,4.4,5.2,-0.5,4.7
15,2516,Rodney Cooper,SR,2014-15,G,Alabama,SEC,33,1040,31.5,3.8,8.1,2.4,4.2,1.5,4.0,1.9,2.4,1.1,2.6,3.7,1.6,0.6,0.2,1.7,2.7,11.1,16.0,.600,.565,4.3,9.7,7.1,11.6,1.3,0.9,15.2,19.1,348,114.9,106.0,2.3,1.0,3.3,4.4,0.3,4.7
